datetime,IMERG_PRECTOT
2007-12-28,0.82
2007-12-29,0.0
2007-12-30,0.0
2007-12-31,0.0
2008-01-01,5.84
2008-01-02,2.29
2008-01-03,0.15
2008-01-04,2.01
2008-01-05,0.51
2008-01-06,2.31
2008-01-07,0.35
2008-01-08,0.51
2008-01-09,0.21
2008-01-10,0.04
2008-01-11,8.05
2008-01-12,6.78
2008-01-13,0.1
2008-01-14,2.72
2008-01-15,2.63
2008-01-16,0.44
2008-01-17,6.14
2008-01-18,16.22
2008-01-19,0.02
2008-01-20,1.1
2008-01-21,2.37
2008-01-22,6.18
2008-01-23,2.74
2008-01-24,1.17
2008-01-25,0.07
2008-01-26,4.93
2008-01-27,4.76
2008-01-28,0.24
2008-01-29,2.44
2008-01-30,0.62
2008-01-31,0.12
2008-02-01,0.01
2008-02-02,3.38
2008-02-03,0.03
2008-02-04,0.0
2008-02-05,2.87
2008-02-06,3.74
2008-02-07,4.97
2008-02-08,0.29
2008-02-09,0.76
2008-02-10,0.0
2008-02-11,0.0
2008-02-12,3.83
2008-02-13,7.52
2008-02-14,1.39
2008-02-15,13.03
2008-02-16,0.0
2008-02-17,0.0
2008-02-18,0.0
2008-02-19,3.29
2008-02-20,0.08
2008-02-21,8.82
2008-02-22,6.22
2008-02-23,6.15
2008-02-24,0.23
2008-02-25,0.73
2008-02-26,0.01
2008-02-27,0.0
2008-02-28,0.47
2008-02-29,0.0
2008-03-01,1.14
2008-03-02,0.0
2008-03-03,8.41
2008-03-04,0.07
2008-03-05,0.06
2008-03-06,0.85
2008-03-07,0.65
2008-03-08,0.16
2008-03-09,0.16
2008-03-10,8.62
2008-03-11,3.09
2008-03-12,0.0
2008-03-13,0.02
2008-03-14,20.1
2008-03-15,0.04
2008-03-16,4.52
2008-03-17,1.08
2008-03-18,1.03
2008-03-19,8.76
2008-03-20,0.0
2008-03-21,1.59
2008-03-22,1.4
2008-03-23,0.0
2008-03-24,9.39
2008-03-25,0.04
